WKT,full_id,osm_id,osm_type,highway,lanes,maxspeed,name,oneway,old_name,surface,maxspeed_g,official_n,source_max,alt_name,nat_name
"MULTILINESTRING ((120.9940413 14.573446,120.9938577 14.5732232,120.9936287 14.5729379))",w677343511,"677343511",way,trunk,"2","60",President Quirino Avenue,yes,Harrison Boulevard,asphalt,,,MMDA,,
"MULTILINESTRING ((121.1024935 14.6209423,121.102038 14.6208505))",w677551945,"677551945",way,trunk,"5",,Marcos Highway,yes,,,,,,Marikina-Infanta Road,
"MULTILINESTRING ((120.9937871 14.5260364,120.9937848 14.5262635,120.9937727 14.526753,120.9937323 14.5272049,120.9937194 14.5273344))",w678960768,"678960768",way,trunk,"7","60",Roxas Boulevard,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9397434 14.3912281,120.9397832 14.3919576,120.9397847 14.3919861))",w679147187,"679147187",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((121.0458747 14.4134521,121.0458841 14.4133768))",w679157221,"679157221",way,trunk,"2","50",National Road,,Manila South Road,,,,,MSR - Muntinlupa,Daang Maharlika (LZ)
"MULTILINESTRING ((120.9910569 14.5462143,120.9910133 14.5463925,120.9907943 14.5473437,120.990475 14.5486543,120.9903878 14.5490541,120.9903369 14.54928,120.9902201 14.5497219))",w680046356,"680046356",way,trunk,"4","60",Roxas Boulevard,yes,Dewey Boulevard,asphalt,,,,,
"MULTILINESTRING ((120.9911484 14.5458204,120.9910569 14.5462143))",w680046357,"680046357",way,trunk,"4","60",Roxas Boulevard,yes,Dewey Boulevard,asphalt,,,,,
"MULTILINESTRING ((121.0456473 14.6494338,121.0426354 14.64755))",w680824454,"680824454",way,trunk,"2","60",Quezon Avenue PUV Lane,yes,,,,,,,
"MULTILINESTRING ((121.0457509 14.6494961,121.0456473 14.6494338))",w680824457,"680824457",way,trunk,"2","60",Quezon Avenue PUV Lane,yes,,,,,,,
"MULTILINESTRING ((120.9409038 14.4146365,120.9409082 14.4147114,120.9409302 14.4150845))",w683370235,"683370235",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9409311 14.4168722,120.940928 14.4167918,120.9408417 14.4150894))",w683370236,"683370236",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9409302 14.4150845,120.9410303 14.416907,120.94104 14.4170866,120.9410546 14.4173546))",w683370237,"683370237",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.971254 14.6920233,120.9713714 14.6919887,120.9717713 14.6918302,120.9719664 14.691765,120.9721662 14.6916911,120.9723768 14.6916109,120.9724532 14.6915692,120.9725554 14.6915094,120.9725842 14.6914909,120.9726598 14.6914422,120.9726935 14.6914197,120.9728161 14.6913379,120.9731652 14.6910642,120.9733182 14.6909315,120.973447 14.690797,120.9736564 14.6905229,120.9737178 14.6904116))",w685037603,"685037603",way,trunk,"4","60",MacArthur Highway,,,asphalt,,,PH:urban,,
"MULTILINESTRING ((120.9933337 14.5292196,120.993445 14.5282757))",w688086638,"688086638",way,trunk,"5","60",Roxas Boulevard,yes,,,,,,,
"MULTILINESTRING ((120.9846734 14.5649152,120.9849008 14.5643956,120.984962 14.5642556))",w688088063,"688088063",way,trunk,"4","60",Roxas Boulevard,yes,Dewey Boulevard,,,,,,
"MULTILINESTRING ((120.9850773 14.5639919,120.9856348 14.5627155,120.985659 14.5626627,120.9858286 14.5622393,120.9862618 14.5612606,120.9866488 14.5604147))",w688143045,"688143045",way,trunk,"4","60",Roxas Boulevard,yes,Dewey Boulevard,,,,,,
"MULTILINESTRING ((120.9849417 14.5646296,120.98439 14.5659105,120.9840148 14.5667258,120.9833303 14.5682875,120.9831957 14.5685801,120.9830844 14.5688375,120.9826013 14.5699344,120.9822225 14.5707402,120.9816897 14.5718325,120.9811068 14.5730275,120.9810798 14.5730756,120.9809488 14.5733519,120.9808814 14.5734864,120.9804951 14.5742435,120.9800499 14.5750983,120.9793335 14.5763647,120.9788557 14.5772307,120.9784408 14.5779775))",w688143053,"688143053",way,trunk,"4","60",Roxas Boulevard,yes,Cavite Boulevard,,,,,,
"MULTILINESTRING ((121.0453245 14.5666321,121.0451603 14.5660131,121.0450505 14.5656447,121.0449289 14.5652707,121.04489 14.5651506,121.0448452 14.5650029,121.0448036 14.5648842,121.0447232 14.5646861,121.0446754 14.5645733,121.0445282 14.56421,121.044342 14.5638352,121.0441926 14.5635672,121.0440533 14.5633294,121.0437813 14.5629234,121.0436362 14.5627185,121.0434675 14.5625035,121.0433118 14.5623297,121.0432394 14.5622582,121.0429947 14.5620077,121.0427614 14.5617813,121.0426114 14.5616358,121.0422729 14.5613272,121.0420666 14.5611568,121.0414246 14.560614,121.0413154 14.5605217,121.0408948 14.5601425,121.0406723 14.5599619,121.0405115 14.5598296,121.0399993 14.5594062,121.0397458 14.5591875,121.0394749 14.5589597))",w688542901,"688542901",way,trunk,"5","60",EDSA,yes,,,"50",Epifanio de los Santos Avenue,MMDA,,
"MULTILINESTRING ((121.045364 14.5667814,121.0453245 14.5666321))",w688542902,"688542902",way,trunk,"4","60",EDSA,yes,,,"50",Epifanio de los Santos Avenue,MMDA,,
"MULTILINESTRING ((121.0455969 14.5667242,121.0458036 14.5675045))",w688542903,"688542903",way,trunk,"5","60",EDSA,yes,,,"50",Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.045555 14.5665745,121.0455969 14.5667242))",w688542904,"688542904",way,trunk,"5","60",EDSA,yes,,,"50",Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0173884 14.5390854,121.0175256 14.5388977,121.0175952 14.5387626))",w690613604,"690613604",way,trunk,"3","60",Osmeña Highway,yes,South Superhighway,asphalt,,President Sergio Osmeña Sr. Highway,,Pres. Sergio Osmeña Sr. Highway,South Luzon Expressway
"MULTILINESTRING ((121.0528505 14.6160795,121.0527767 14.6162374))",w690613641,"690613641",way,trunk,"3","60",EDSA,yes,,,,Epifanio de los Santos Avenue,MMDA,,
"MULTILINESTRING ((121.0654381 14.6720898,121.0663705 14.6719597,121.0671768 14.6718379,121.0678003 14.6718257,121.0682396 14.6718123,121.068377 14.671809,121.0684671 14.6718039))",w690621190,"690621190",way,trunk,"3","60",Congressional Avenue Extension,yes,,,,,MMDA,,
"MULTILINESTRING ((120.9464078 14.4314533,120.946445 14.4315253))",w691244259,"691244259",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9467366 14.4321499,120.9468234 14.4323475))",w691244264,"691244264",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9807758 14.5904106,120.9804961 14.591436,120.9804895 14.5914536))",w691323035,"691323035",way,trunk,"5","60",Padre Burgos Avenue,yes,,,,,,,
"MULTILINESTRING ((121.084625 14.6241976,121.0844777 14.624309,121.0843005 14.624471))",w692567408,"692567408",way,trunk,"5",,Marcos Highway,yes,,asphalt,,,,Marikina-Infanta Road,
"MULTILINESTRING ((121.081142 14.6275738,121.0812033 14.6275057))",w692567410,"692567410",way,trunk,"3",,Marcos Highway,yes,,,,,,Marikina-Infanta Road,
"MULTILINESTRING ((121.0517736 14.6521759,121.051797 14.6526259,121.0518265 14.6527439,121.0518747 14.6528567,121.0519464 14.652948,121.0521938 14.6531132))",w692921141,"692921141",way,trunk,"6","60",Commonwealth Avenue,yes,Don Mariano Marcos Avenue,asphalt,,,,,
"MULTILINESTRING ((120.9843089 14.6569756,120.9843319 14.6570322,120.9843447 14.6570917,120.9843468 14.6571525,120.9843382 14.6572128,120.9843192 14.6572708,120.9842952 14.6573172))",w696675891,"696675891",way,trunk,"5","40",Monumento Circle,yes,,concrete,,,,,
"MULTILINESTRING ((120.9838113 14.6568151,120.9838655 14.6567937,120.9839226 14.6567808,120.9839811 14.6567768,120.9840395 14.6567818,120.9840963 14.6567957,120.9841502 14.6568181))",w696675892,"696675892",way,trunk,"5","40",Monumento Circle,yes,,concrete,,,,,
"MULTILINESTRING ((120.9807689 14.594799,120.9806151 14.5947081,120.9801561 14.5944377,120.98003 14.5943855,120.9797019 14.5942804))",w696675893,"696675893",way,trunk,"4","60",Padre Burgos Avenue,yes,,,,,,,
"MULTILINESTRING ((121.0369038 14.6436849,121.0370922 14.6438052,121.0374089 14.6440088))",w696675894,"696675894",way,trunk,"3","60",Quezon Avenue,yes,Don Mariano Marcos Avenue,asphalt,,,,,
"MULTILINESTRING ((121.0016901 14.617581,121.0017364 14.6175828,121.0017811 14.6175948,121.0018218 14.6176163,121.0018619 14.6176526,121.001884 14.617685,121.001899 14.6177209))",w696675895,"696675895",way,trunk,"4","40",Mabuhay Rotonda,yes,,asphalt,,,,Welcome Rotonda,
"MULTILINESTRING ((120.9407988 14.4127449,120.9408031 14.4128151,120.9408388 14.413405))",w696675900,"696675900",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((121.0303881 14.6396879,121.0313667 14.6402848))",w697788180,"697788180",way,trunk,"4","60",Quezon Avenue,yes,,asphalt,"50",,,,
"MULTILINESTRING ((121.0812033 14.6275057,121.0817572 14.6269505))",w698408127,"698408127",way,trunk,"2",,Marcos Highway,yes,,,,,,Marikina-Infanta Road,
"MULTILINESTRING ((121.124584 14.5834531,121.1247383 14.5834059))",w700497807,"700497807",way,trunk,"2",,Ortigas Avenue Extension,yes,,asphalt,,,,Cainta-Kayticling-Antipolo-Teresa-Morong Rd,
"MULTILINESTRING ((121.1174285 14.5856851,121.1175438 14.585648,121.1180822 14.5854877,121.1181558 14.5854665,121.1198653 14.5849383,121.1202516 14.5848165,121.1211755 14.5845053,121.1213288 14.5844578,121.1225663 14.5840745,121.123243 14.5838525,121.123713 14.5837173,121.1237978 14.5836933,121.1241432 14.5835868,121.1242068 14.5835684,121.124584 14.5834531))",w700497808,"700497808",way,trunk,"2",,Ortigas Avenue Extension,yes,,asphalt,,,,Cainta-Kayticling-Antipolo-Teresa-Morong Rd,
"MULTILINESTRING ((121.1246125 14.5835423,121.1243465 14.5836226,121.1242417 14.5836563,121.1241705 14.5836793,121.1238449 14.5837788,121.1237504 14.5838062,121.1225953 14.5841679,121.1213286 14.5845432,121.120277 14.5848913,121.1181968 14.5855376,121.117578 14.585756,121.1174616 14.5857928))",w700497809,"700497809",way,trunk,"2",,Ortigas Avenue Extension,yes,,asphalt,,,,Cainta-Kayticling-Antipolo-Teresa-Morong Rd,
"MULTILINESTRING ((121.1247464 14.5835019,121.1246125 14.5835423))",w700497810,"700497810",way,trunk,"2",,Ortigas Avenue Extension,yes,,asphalt,,,,Cainta-Kayticling-Antipolo-Teresa-Morong Rd,
"MULTILINESTRING ((120.9927522 14.5358683,120.9926516 14.5366647))",w700820552,"700820552",way,trunk,"4","60",Roxas Boulevard,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9929211 14.5372709,120.992595 14.5371995))",w700820553,"700820553",way,trunk,"6","60",EDSA,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9923091 14.5374631,120.9923449 14.5371452))",w700820554,"700820554",way,trunk,"3","60",Roxas Boulevard,yes,,asphalt,,,,,
"MULTILINESTRING ((121.0030349 14.5658402,121.003255 14.5653993))",w701223551,"701223551",way,trunk,"5","60",Osmeña Highway,yes,South Superhighway,asphalt,,President Sergio Osmeña Highway,,South Superhighway,South Luzon Expressway
"MULTILINESTRING ((121.0032417 14.5659755,121.0031815 14.566087))",w701223552,"701223552",way,trunk,"3","60",Osmeña Highway,yes,South Superhighway,asphalt,,President Sergio Osmeña Highway,,South Superhighway,South Luzon Expressway
"MULTILINESTRING ((121.002987 14.5659168,121.0030349 14.5658402))",w701223553,"701223553",way,trunk,"5","60",Osmeña Highway,yes,South Superhighway,asphalt,,President Sergio Osmeña Highway,,South Superhighway,South Luzon Expressway
"MULTILINESTRING ((121.0031815 14.566087,121.0029488 14.5664794))",w701223556,"701223556",way,trunk,"3","60",Osmeña Highway,yes,South Superhighway,asphalt,,President Sergio Osmeña Highway,,South Superhighway,South Luzon Expressway
"MULTILINESTRING ((121.0194078 14.6331569,121.0189983 14.6329032,121.0187024 14.6327237))",w702461306,"702461306",way,trunk,"8","60",Quezon Avenue,yes,Don Mariano Marcos Avenue,asphalt,"50",,,,
"MULTILINESTRING ((121.0400834 14.6459445,121.0399355 14.6458999,121.0389191 14.6452841,121.0379134 14.6446657))",w702461316,"702461316",way,trunk,"2","60",Quezon Avenue Service Road,yes,,asphalt,,,,,
"MULTILINESTRING ((121.0581558 14.5930543,121.0580425 14.5927166,121.0579801 14.5925305))",w703011560,"703011560",way,trunk,"2","60",EDSA,yes,,,,Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0740375 14.6315883,121.0740331 14.6310445))",w703023054,"703023054",way,trunk,"2","60",Katipunan Avenue,yes,,,,,,,
"MULTILINESTRING ((120.9583352 14.720557,120.9582716 14.7205372,120.9581769 14.7203716,120.9581725 14.720269))",w704458558,"704458558",way,trunk,"2","60",MacArthur Highway,yes,,asphalt,,,PH:urban,,
"MULTILINESTRING ((120.9581725 14.720269,120.9576783 14.7193255,120.9573563 14.7187351,120.9573153 14.7186485,120.9572207 14.7184668,120.9572056 14.7184387,120.9571795 14.71837,120.9571569 14.7182837,120.9571446 14.718244,120.9571138 14.7180651,120.9571183 14.7179103,120.9571196 14.7178666,120.9571316 14.7177543,120.9571584 14.7175805,120.957183 14.7174809,120.9572058 14.7174113,120.9573978 14.7168246,120.9575405 14.7163742,120.9577912 14.7155886,120.9578734 14.7153165,120.957994 14.71497,120.9583532 14.7137668,120.9586128 14.7129508,120.9586312 14.7128944,120.9587271 14.712606,120.9588931 14.7120913,120.9592247 14.7110264,120.9593139 14.7107853,120.959341 14.7107245,120.9593961 14.7105533,120.9597894 14.7093601))",w704458559,"704458559",way,trunk,"4","60",MacArthur Highway,,,asphalt,,,PH:urban,,
"MULTILINESTRING ((120.9598693 14.7092333,120.9597894 14.7093601))",w704458560,"704458560",way,trunk,"2","60",MacArthur Highway,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9581725 14.720269,120.9582504 14.720329,120.958341 14.7204938,120.9583352 14.720557))",w704458562,"704458562",way,trunk,"2","60",MacArthur Highway,yes,,asphalt,,,PH:urban,,
"MULTILINESTRING ((120.9597894 14.7093601,120.9597856 14.7092282,120.9600029 14.7085571,120.9601458 14.7081074,120.9604483 14.7071678,120.9605377 14.7068961,120.960625 14.7066306,120.9606635 14.7065133,120.9606865 14.7064304,120.9607773 14.7062786))",w704461419,"704461419",way,trunk,"2","60",MacArthur Highway,yes,,asphalt,,,PH:urban,,
"MULTILINESTRING ((120.9607773 14.7062786,120.9607573 14.7064517,120.9607334 14.7065343,120.9606983 14.70665,120.9605345 14.7071954,120.9602319 14.7081401,120.9600765 14.7085782,120.9598693 14.7092333))",w704461420,"704461420",way,trunk,"2","60",MacArthur Highway,yes,,asphalt,,,PH:urban,,
"MULTILINESTRING ((120.9641302 14.6958178,120.9641247 14.695663))",w704461421,"704461421",way,trunk,"3","60",MacArthur Highway,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9642256 14.6956611,120.9641302 14.6958178))",w704461422,"704461422",way,trunk,"3","60",MacArthur Highway,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9568132 14.6553091,120.9563925 14.6550928))",w704467676,"704467676",way,trunk,"4","60",C-4 Road,,,,,,,,
"MULTILINESTRING ((120.9480357 14.6516826,120.9479552 14.6516021,120.9478614 14.6513933,120.9477716 14.6512788))",w704467677,"704467677",way,trunk,"2","60",C-4 Road,yes,,,,,,,
"MULTILINESTRING ((121.0800459 14.5893217,121.0800372 14.5893967,121.08002 14.5897502))",w704471778,"704471778",way,trunk,"4","60",E. Rodriguez Jr. Avenue,yes,,asphalt,"50",,,,
"MULTILINESTRING ((121.08002 14.5897502,121.0802339 14.5897521,121.0804135 14.5897586))",w704471779,"704471779",way,trunk,"3","60",Ortigas Avenue,yes,,asphalt,,,MMDA,,
"MULTILINESTRING ((121.1131853 14.5868524,121.1133395 14.5868247,121.1137003 14.5867597,121.1139577 14.5867134))",w704471780,"704471780",way,trunk,"2",,Ortigas Avenue Extension,yes,,asphalt,,,,,Manila East Road
"MULTILINESTRING ((120.9794444 14.5851452,120.9797419 14.5853005))",w704741994,"704741994",way,trunk,"4","60",Padre Burgos Avenue,yes,,,,,,,
"MULTILINESTRING ((120.9793733 14.5852763,120.9790983 14.5851143,120.9785938 14.5848182))",w704741995,"704741995",way,trunk,"4","60",Padre Burgos Avenue,yes,,,,,,,
"MULTILINESTRING ((121.0527767 14.6162374,121.0526806 14.616443))",w704806707,"704806707",way,trunk,"3","60",EDSA,yes,,,,Epifanio de los Santos Avenue,MMDA,,
"MULTILINESTRING ((121.0462835 14.3780663,121.0463976 14.3778166,121.0464362 14.3777321,121.046463 14.3776736))",w705032365,"705032365",way,trunk,"4","60",National Road,,Manila South Road,asphalt,,,,MSR - Muntinlupa,Daang Maharlika (LZ)
"MULTILINESTRING ((121.0272576 14.5487426,121.0270032 14.5485197))",w705166265,"705166265",way,trunk,"3","60",EDSA,yes,,asphalt,,Epifanio de los Santos Avenue,MMDA,,
"MULTILINESTRING ((121.0270032 14.5485197,121.0266293 14.5482042))",w705166266,"705166266",way,trunk,"3","60",EDSA,yes,,asphalt,"50",Epifanio de los Santos Avenue,MMDA,,
"MULTILINESTRING ((121.0296198 14.5507632,121.0294338 14.5505493))",w705166267,"705166267",way,trunk,"3","60",EDSA,yes,,asphalt,"50",Epifanio de los Santos Avenue,MMDA,,
"MULTILINESTRING ((121.0302456 14.5507468,121.0308827 14.5512909,121.0311849 14.5515952))",w705233293,"705233293",way,trunk,"2","60",EDSA,yes,,asphalt,"50",Epifanio de los Santos Avenue,MMDA,,
"MULTILINESTRING ((121.0314733 14.552182,121.0311157 14.5518749))",w705233295,"705233295",way,trunk,"5","60",EDSA,yes,,asphalt,,Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0311157 14.5518749,121.0305882 14.5515175))",w705233296,"705233296",way,trunk,"3","60",EDSA,yes,,asphalt,"50",Epifanio de los Santos Avenue,MMDA,,
"MULTILINESTRING ((121.0509737 14.6200641,121.0508455 14.6203542,121.0508142 14.6204338))",w705465134,"705465134",way,trunk,"2","60",EDSA,yes,,,,Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0510403 14.6199229,121.0509737 14.6200641))",w705465135,"705465135",way,trunk,"2","60",EDSA,yes,,,,Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.051187 14.6196173,121.0511421 14.6197127,121.0510403 14.6199229))",w705465138,"705465138",way,trunk,"2","60",EDSA,yes,,,,Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0512888 14.6194026,121.051187 14.6196173))",w705465139,"705465139",way,trunk,"2","60",EDSA,yes,,,,Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0509452 14.6194039,121.0509949 14.6192969))",w705465140,"705465140",way,trunk,"2","60",EDSA,yes,,,,Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0508132 14.6196853,121.0509452 14.6194039))",w705465141,"705465141",way,trunk,"2","60",EDSA,yes,,,,Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0841902 14.6244159,121.0843631 14.6241956))",w705680912,"705680912",way,trunk,"5",,Marcos Highway,yes,,,,,,Marikina-Infanta Road,
"MULTILINESTRING ((121.0873913 14.6891258,121.0873918 14.6892019,121.0874226 14.6900635,121.0874263 14.6903245,121.0874318 14.6907212,121.0874442 14.6919157,121.0874548 14.6923325,121.0874571 14.6926885,121.087474 14.6945447,121.0874661 14.6955369,121.0874656 14.6955691,121.0874742 14.6968016,121.0874755 14.6969804,121.0874734 14.6973091,121.0874576 14.6977256,121.0874569 14.6978211,121.0874575 14.6980112,121.087456 14.6980689,121.0874533 14.6981727,121.087421 14.6987493,121.0873747 14.6991767,121.0872829 14.6996806))",w706245803,"706245803",way,trunk,"4","60",Commonwealth Avenue,yes,Don Mariano Marcos Avenue,,,,,,
"MULTILINESTRING ((121.0314433 14.6536763,121.0307001 14.6547897))",w706375888,"706375888",way,trunk,"6","60",EDSA,yes,,,"50",Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0452762 14.3868403,121.0453094 14.3869148,121.0454093 14.387146,121.0454289 14.3872085,121.045463 14.3873312,121.0454706 14.3875355))",w706863896,"706863896",way,trunk,"2","60",National Road,yes,Manila South Road,asphalt,,,,MSR - Muntinlupa,Daang Maharlika (LZ)
"MULTILINESTRING ((121.0378559 14.5162606,121.0374726 14.5162306,121.0372459 14.5161897,121.0370243 14.5161328,121.0368221 14.5160616,121.036601 14.5159722,121.0363139 14.5158579,121.0359993 14.5157093,121.0351039 14.5152354))",w707116120,"707116120",way,trunk,"3","60",Carlos P. Garcia Avenue,yes,,,"50",,,,
"MULTILINESTRING ((121.0415498 14.5161259,121.0433652 14.5161675,121.0438207 14.51618,121.0454994 14.5162489,121.0463037 14.5163218,121.0469019 14.5164202,121.0474344 14.5165418,121.0480017 14.5167153,121.0484288 14.5168603,121.0486755 14.5169564))",w707116806,"707116806",way,trunk,"3","60",Carlos P. Garcia Avenue,yes,,,"50",,,,
"MULTILINESTRING ((120.9866488 14.5604147,120.9869676 14.5596905,120.9870042 14.5596074))",w707188485,"707188485",way,trunk,"5","60",Roxas Boulevard,yes,Dewey Boulevard,,,,,,
